,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,KB_number,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,has_related_incidents,has_related_changes,Department
8413,WBA000144,application,Web Based Application,WBS000318,IM0008575,4,4,4,0.955477702,incident,KM0000839,1.0,2013-10-28 09:20:00,2013-10-30 10:01:00,2013-10-30 10:01:00,2167861111,Software,1.0,SD0022862,0.0,0.0,0,0,0
8414,SBA000423,application,Server Based Application,WBS000054,IM0008576,5,5,5,0.472310585,request for information,KM0001120,6.0,2013-10-28 09:21:00,2013-10-31 07:14:00,2013-10-31 07:14:00,1021277778,Other,3.0,#MULTIVALUE,0.0,0.0,0,0,0
8415,NET000430,networkcomponents,Network Component,WBS000280,IM0008577,3,3,3,0.99637518,incident,KM0000963,0.0,2013-10-28 09:22:00,2013-10-28 13:28:00,2013-10-28 13:29:00,4106388889,Data,1.0,SD0022863,0.0,0.0,0,0,10
8416,COM000003,computer,Omgeving,WBS000098,IM0008578,4,4,4,0.04802976,incident,KM0000924,0.0,2013-10-28 09:26:00,2013-10-28 12:27:00,2013-10-28 12:27:00,3021944444,Unknown,1.0,SD0022866,0.0,0.0,0,0,5
8417,SBA000607,application,Server Based Application,WBS000263,IM0008579,4,4,4,0.614482032,incident,KM0001106,1.0,2013-10-28 09:32:00,2013-10-28 14:00:00,2013-10-28 14:00:00,44675,Other,1.0,SD0022872,0.0,0.0,0,0,0
8418,WBA000011,application,Web Based Application,WBS000152,IM0008580,5,5,5,0.805450678,incident,KM0001178,0.0,2013-10-28 09:42:00,2013-10-28 10:54:00,2013-10-28 10:54:00,1193611111,Software,1.0,SD0022876,0.0,1.0,0,1,0
8419,SAP000004,application,SAP,WBS000271,IM0008581,5,5,5,0.361570653,request for information,KM0001270,4.0,2013-10-28 09:46:00,2013-11-08 16:10:00,2013-11-08 16:10:00,1007613889,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8420,SBA000731,application,Server Based Application,WBS000263,IM0008582,5,5,5,0.719464318,request for information,KM0000657,2.0,2013-10-28 09:56:00,2013-11-08 16:25:00,2013-11-08 16:25:00,1009902778,Other,1.0,SD0022884,0.0,0.0,0,0,0
8421,SBA000317,application,Server Based Application,WBS000048,IM0008583,5,5,5,0.022226648,incident,KM0000310,0.0,2013-10-28 09:57:00,2013-10-30 11:22:00,2013-10-30 11:23:00,630277778,No error - works as designed,1.0,SD0022883,0.0,0.0,0,0,0
8422,SBA000263,application,Server Based Application,WBS000072,IM0008584,5,5,5,0.926234466,request for information,KM0001114,0.0,2013-10-28 09:58:00,2013-10-28 14:10:00,2013-10-28 14:10:00,2303055556,Other,1.0,SD0022886,0.0,0.0,0,0,0
8423,SBA000158,application,Server Based Application,WBS000029,IM0008585,5,5,5,0.523828106,request for information,KM0000513,0.0,2013-10-28 10:03:00,2013-10-29 11:50:00,2013-10-29 11:50:00,1229527778,No error - works as designed,1.0,SD0022888,0.0,0.0,0,0,0
8424,SBA000263,application,Server Based Application,WBS000072,IM0008586,5,5,5,0.99139266,request for information,KM0001113,0.0,2013-10-28 10:03:00,2013-10-28 15:00:00,2013-10-28 15:00:00,2507222222,Other,1.0,SD0022891,0.0,0.0,0,0,0
8425,SBA000263,application,Server Based Application,WBS000072,IM0008587,5,5,5,0.641160202,request for information,KM0001113,0.0,2013-10-28 10:08:00,2013-10-29 10:29:00,2013-10-29 10:30:00,1086555556,Other,1.0,SD0022895,0.0,0.0,0,0,0
8426,SBA000263,application,Server Based Application,WBS000072,IM0008589,5,5,5,0.765642042,request for information,KM0001116,0.0,2013-10-28 10:10:00,2013-10-28 13:02:00,2013-10-28 13:02:00,2878055556,Other,1.0,SD0022898,0.0,0.0,0,0,0
8427,WBA000124,application,Web Based Application,WBS000088,IM0008590,2,2,2,0.0357822,incident,KM0000611,0.0,2013-10-28 10:10:00,2013-10-28 15:27:00,2013-10-28 15:27:00,5280277778,Software,1.0,SD0022894,0.0,0.0,0,0,0
8428,SBA000782,application,Server Based Application,WBS000043,IM0008591,3,3,3,0.347170034,incident,KM0001763,0.0,2013-10-28 10:16:00,2013-11-06 10:23:00,2013-11-06 10:23:00,911944444,Other,1.0,SD0022900,0.0,0.0,0,0,0
8429,CBA000014,application,Client Based Application,WBS000073,IM0008592,4,4,4,0.512719162,incident,KM0001880,1.0,2013-10-28 10:20:00,2013-10-29 09:49:00,2013-10-29 09:49:00,9976944444,Software,1.0,SD0022902,0.0,0.0,0,0,0
8430,SBA000179,application,Server Based Application,WBS000311,IM0008593,3,3,3,0.295898105,incident,KM0001274,1.0,2013-10-28 10:22:00,2013-10-28 17:21:00,2013-10-28 17:21:00,6984444444,Other,1.0,SD0022903,0.0,0.0,0,0,0
8431,SBA000263,application,Server Based Application,WBS000072,IM0008594,5,5,5,0.557191351,request for information,KM0001113,0.0,2013-10-28 10:22:00,2013-10-28 14:08:00,2013-10-28 14:09:00,377,Other,1.0,SD0022912,0.0,0.0,0,0,0
8432,DCE000077,hardware,DataCenterEquipment,WBS000267,IM0008595,3,3,3,0.753784301,incident,KM0000182,0.0,2013-10-28 10:24:00,2013-11-01 14:45:00,2013-11-01 14:45:00,2914166667,Hardware,2.0,#MULTIVALUE,0.0,0.0,0,0,6
8433,SBA000054,application,Server Based Application,WBS000013,IM0008596,3,3,3,0.310068774,incident,KM0000052,0.0,2013-10-28 10:25:00,2013-10-28 13:33:00,2013-10-28 13:33:00,1819722222,Other,1.0,SD0022911,0.0,0.0,0,0,0
8434,SAP000003,application,SAP,WBS000271,IM0008597,3,3,3,0.299378979,incident,KM0001163,22.0,2013-10-28 10:26:00,2013-11-25 10:28:00,2013-11-25 10:34:00,2088347222,Software,1.0,SD0022905,0.0,0.0,0,0,0
8435,SUB000389,subapplication,Server Based Application,WBS000250,IM0008598,3,3,3,0.798510186,incident,KM0002071,0.0,2013-10-28 10:40:00,2013-10-28 16:55:00,2013-10-28 16:55:00,6253888889,Unknown,1.0,SD0022924,0.0,0.0,0,0,0
8436,DTA000056,application,Desktop Application,WBS000091,IM0008599,5,5,5,0.914714157,incident,KM0001012,0.0,2013-10-28 10:43:00,2013-10-28 14:15:00,2013-10-28 14:15:00,3538611111,Software,1.0,SD0022917,0.0,0.0,0,0,0
8437,SBA000462,application,Server Based Application,WBS000073,IM0008600,4,4,4,0.376128224,incident,KM0001786,0.0,2013-10-28 10:43:00,2013-10-28 12:31:00,2013-10-28 12:31:00,1807222222,Other,1.0,SD0022928,0.0,0.0,0,0,0
8438,SUB000455,subapplication,Web Based Application,WBS000073,IM0008601,4,4,4,0.620660558,incident,KM0001728,0.0,2013-10-28 11:03:00,2013-10-28 14:20:00,2013-10-28 14:20:00,3292222222,Data,1.0,SD0022945,0.0,0.0,0,0,0
8439,SBA000834,application,Server Based Application,WBS000223,IM0008602,5,5,5,0.865300515,request for information,KM0001247,2.0,2013-10-28 11:07:00,2013-11-04 13:34:00,2013-11-04 13:34:00,3412166667,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8440,SBA000747,application,Server Based Application,WBS000326,IM0008603,2,2,2,0.290649724,incident,KM0001699,1.0,2013-10-28 11:09:00,2013-10-28 11:52:00,2013-10-28 11:52:00,728333333,Data,4.0,#MULTIVALUE,0.0,0.0,0,0,0
8441,SBA000747,application,Server Based Application,WBS000326,IM0008604,3,3,3,0.227356155,incident,KM0001699,1.0,2013-10-28 11:11:00,2013-10-28 11:55:00,2013-10-28 11:55:00,729722222,Data,1.0,SD0022931,0.0,0.0,0,0,0
8442,CNT000046,storage,Controller,WBS000183,IM0008605,3,3,3,0.131280782,incident,KM0001141,0.0,2013-10-28 11:12:00,2013-10-28 13:25:00,2013-10-28 13:25:00,828888889,Hardware,1.0,SD0022947,0.0,0.0,0,0,6
8444,WBA000011,application,Web Based Application,WBS000152,IM0008607,5,5,5,0.086250252,incident,KM0001682,0.0,2013-10-28 11:16:00,2013-10-10 12:53:00,2013-10-28 11:59:00,723333333,No error - works as designed,1.0,SD0022951,0.0,0.0,0,0,0
8445,SBA000317,application,Server Based Application,WBS000048,IM0008608,3,3,3,0.540960953,incident,KM0001583,0.0,2013-10-28 11:16:00,2013-11-12 15:20:00,2013-11-12 15:20:00,513611111,Software,1.0,SD0022956,0.0,0.0,0,0,0
8446,SUB000002,subapplication,Citrix,WBS000098,IM0008609,4,4,4,0.422624516,incident,KM0001953,0.0,2013-10-28 11:17:00,2013-10-28 14:42:00,2013-10-28 14:42:00,3424722222,Other,1.0,SD0022940,0.0,0.0,0,0,3
8448,WBA000124,application,Web Based Application,WBS000088,IM0008611,2,2,2,0.75413725,incident,KM0000611,0.0,2013-10-28 11:26:00,2013-10-28 15:43:00,2013-10-28 15:43:00,4093888889,Software,1.0,SD0023258,0.0,0.0,0,0,0
8449,SUB000424,subapplication,Web Based Application,WBS000073,IM0008612,4,4,4,0.333324778,incident,KM0000705,0.0,2013-10-28 11:35:00,2013-11-07 08:58:00,2013-11-07 08:58:00,813875,Other,1.0,SD0023265,0.0,0.0,0,0,0
8450,CBD000623,computer,Banking Device,WBS000146,IM0008613,3,3,3,0.200077172,incident,KM0000279,1.0,2013-10-28 11:42:00,2013-11-01 13:37:00,2013-11-01 13:37:00,4392027778,Hardware,1.0,SD0023274,0.0,0.0,0,0,2
8451,DTA000019,application,Desktop Application,WBS000093,IM0008614,4,4,4,0.867658817,incident,KM0001186,1.0,2013-10-28 11:46:00,2013-10-28 13:51:00,2013-10-28 13:51:00,1970277778,Hardware,1.0,SD0023275,0.0,0.0,0,0,0
8452,SUB000481,subapplication,Web Based Application,WBS000073,IM0008615,5,5,5,0.954728172,request for information,KM0000782,1.0,2013-10-28 11:48:00,2013-11-01 13:33:00,2013-11-01 13:33:00,4374305556,User manual not used,1.0,SD0023277,0.0,0.0,0,0,0
8453,SBA000462,application,Server Based Application,WBS000073,IM0008616,4,4,4,0.115901347,incident,KM0001365,1.0,2013-10-28 11:57:00,2013-12-03 15:24:00,2013-12-03 15:24:00,2764486111,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8454,SBA000847,application,Server Based Application,WBS000199,IM0008617,3,3,3,0.548302625,incident,KM0000940,0.0,2013-10-28 12:25:00,2013-10-28 13:49:00,2013-10-28 13:49:00,1394444444,Other,1.0,SD0023289,0.0,0.0,0,0,0
8455,CBD000453,computer,Banking Device,WBS000146,IM0008618,2,2,2,0.191442329,incident,KM0000274,1.0,2013-10-28 12:46:00,2013-10-29 13:11:00,2013-10-29 13:11:00,2442861111,Hardware,1.0,SD0023298,0.0,0.0,0,0,2
8456,WBA000133,application,Web Based Application,WBS000073,IM0008619,3,3,3,0.240201509,incident,KM0001313,9.0,2013-10-28 12:55:00,2013-11-01 11:27:00,2013-11-01 11:27:00,4054,Software,1.0,SD0023296,0.0,0.0,0,0,0
8457,LAP000319,computer,Laptop,WBS000091,IM0008620,4,4,4,0.176999061,incident,KM0000966,0.0,2013-10-28 13:32:00,2013-10-31 08:34:00,2013-10-31 08:34:00,1499444444,Software,1.0,SD0023306,0.0,0.0,0,0,1
8458,LAP000612,computer,Laptop,WBS000091,IM0008621,5,5,5,0.933413637,incident,KM0001444,1.0,2013-10-28 13:37:00,2013-11-06 15:46:00,2013-11-06 15:46:00,1268416667,Other,1.0,SD0023308,0.0,0.0,0,0,1
8459,SBA000427,application,Server Based Application,WBS000307,IM0008622,4,4,4,0.37018551,incident,KM0001859,0.0,2013-10-28 14:02:00,2013-10-28 14:39:00,2013-10-28 14:39:00,609722222,User error,1.0,SD0023314,0.0,0.0,0,0,0
8460,SUB000456,subapplication,Web Based Application,WBS000073,IM0008623,4,4,4,0.179246425,incident,KM0000751,0.0,2013-10-28 14:05:00,2013-10-28 14:34:00,2013-10-28 14:34:00,473888889,Other,1.0,SD0023319,0.0,0.0,0,0,0
8461,SBA000747,application,Server Based Application,WBS000326,IM0008624,4,4,4,0.574934778,incident,KM0001490,4.0,2013-10-28 14:06:00,2013-11-01 12:54:00,2013-11-01 12:54:00,1918861111,Software,1.0,SD0023315,0.0,0.0,0,0,0
8462,SBA000590,application,Server Based Application,WBS000149,IM0008625,5,5,5,0.216686313,request for information,KM0000569,0.0,2013-10-28 14:09:00,2013-10-28 14:40:00,2013-10-28 14:40:00,522777778,No error - works as designed,1.0,SD0023317,0.0,0.0,0,0,0
8463,CNT000009,storage,Controller,WBS000182,IM0008626,3,3,3,0.018613613,incident,KM0001141,0.0,2013-10-28 14:11:00,2013-10-29 11:34:00,2013-10-29 11:34:00,336666667,Hardware,1.0,SD0023324,0.0,0.0,0,0,6
8464,SUB000113,subapplication,Server Based Application,WBS000095,IM0008627,5,5,5,0.857898653,request for information,KM0000225,1.0,2013-10-28 14:13:00,2013-11-12 11:19:00,2013-11-12 11:19:00,3795277778,Data,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8465,SUB000456,subapplication,Web Based Application,WBS000073,IM0008628,4,4,4,0.007043428,incident,KM0000757,0.0,2013-10-28 14:23:00,2013-10-28 14:48:00,2013-10-28 14:48:00,420277778,User error,1.0,SD0023556,0.0,0.0,0,0,0
8466,SBA000158,application,Server Based Application,WBS000029,IM0008629,5,5,5,0.586792028,request for information,KM0000513,0.0,2013-10-28 14:24:00,2013-10-28 14:43:00,2013-10-28 14:43:00,31,No error - works as designed,1.0,SD0023557,0.0,0.0,0,0,0
8467,SBA000689,application,Server Based Application,WBS000228,IM0008630,5,5,5,0.675791977,request for information,KM0000656,0.0,2013-10-28 14:29:00,2013-10-28 14:49:00,2013-10-28 14:49:00,325833333,Other,1.0,SD0023560,0.0,0.0,0,0,0
8468,SAN000182,storage,SAN,WBS000128,IM0008631,5,5,5,0.064374025,incident,KM0002100,0.0,2013-10-28 14:29:00,2013-10-28 14:38:00,2013-10-28 14:38:00,141944444,User error,1.0,SD0023323,0.0,0.0,0,0,4
8469,SBA000033,application,Server Based Application,WBS000086,IM0008632,5,5,5,0.759387156,request for information,KM0000042,8.0,2013-10-28 14:32:00,2013-11-04 14:30:00,2013-11-04 14:30:00,5002944444,Other,1.0,SD0023558,0.0,0.0,0,0,0
8470,WBA000058,application,Web Based Application,WBS000073,IM0008633,4,4,4,0.001964348,incident,KM0001318,0.0,2013-10-28 14:49:00,2013-10-29 09:58:00,2013-10-29 09:58:00,5651388889,Software,1.0,SD0023567,0.0,0.0,0,0,0
8471,SBA000326,application,Server Based Application,WBS000294,IM0008634,4,4,4,0.762892662,incident,KM0001743,0.0,2013-10-28 14:53:00,2013-10-30 11:16:00,2013-10-30 11:16:00,1007472222,Other,1.0,SD0023568,0.0,0.0,0,0,0
8472,SUB000456,subapplication,Web Based Application,WBS000073,IM0008635,4,4,4,0.528715486,incident,KM0001096,0.0,2013-10-28 15:01:00,2013-10-29 09:45:00,2013-10-29 09:46:00,5236111111,Other,1.0,SD0023559,0.0,0.0,0,0,0
8473,SUB000196,subapplication,Server Based Application,WBS000236,IM0008636,3,3,3,0.104841981,incident,KM0000501,6.0,2013-10-28 15:02:00,2013-10-29 14:30:00,2013-10-29 14:30:00,9960277778,Software,1.0,SD0023569,0.0,0.0,0,0,0
8474,CBD000798,computer,Banking Device,WBS000146,IM0008637,3,3,3,0.030983441,incident,KM0000274,1.0,2013-10-28 10:54:00,2013-10-31 13:51:00,2013-10-31 13:51:00,3445305556,Hardware,1.0,SD0023012,0.0,0.0,0,0,2
8476,SBA000607,application,Server Based Application,WBS000263,IM0008639,5,5,5,0.49053902,request for information,KM0001825,2.0,2013-10-28 11:02:00,2013-10-28 12:21:00,2013-10-28 12:21:00,1313888889,Other,1.0,SD0023017,0.0,0.0,0,0,0
8478,DTA000053,application,Desktop Application,WBS000130,IM0008641,5,5,5,0.961116166,incident,KM0000474,0.0,2013-10-28 11:07:00,2013-10-28 11:28:00,2013-10-28 11:28:00,335833333,Software,1.0,SD0023018,0.0,0.0,0,0,0
8479,SBA000458,application,Server Based Application,WBS000073,IM0008642,5,5,5,0.094677129,request for information,KM0001539,1.0,2013-10-28 11:08:00,2013-10-28 17:23:00,2013-10-28 17:23:00,62575,User manual not used,1.0,SD0023021,0.0,0.0,0,0,0
8480,CBD000367,computer,Banking Device,WBS000146,IM0008643,2,2,2,0.773064344,incident,KM0000269,3.0,2013-10-28 11:17:00,2013-10-29 15:13:00,2013-10-29 15:14:00,2794833333,Hardware,2.0,#MULTIVALUE,0.0,0.0,0,0,2
8481,SBA000393,application,Server Based Application,WBS000052,IM0008644,5,5,5,0.877274687,incident,KM0001280,3.0,2013-10-28 11:20:00,2013-10-29 16:26:00,2013-10-29 16:27:00,40325,Data,1.0,SD0023182,0.0,0.0,0,0,0
8482,SBA000782,application,Server Based Application,WBS000043,IM0008645,3,3,3,0.902307612,incident,KM0001763,0.0,2013-10-28 11:21:00,2013-10-28 12:03:00,2013-10-28 12:03:00,705555556,Other,1.0,SD0023185,0.0,0.0,0,0,0
8483,SUB000113,subapplication,Server Based Application,WBS000095,IM0008646,5,5,5,0.008303618,request for information,KM0000225,0.0,2013-10-28 11:27:00,2013-10-28 15:30:00,2013-10-28 15:30:00,4059166667,User error,1.0,SD0023180,0.0,0.0,0,0,0
8484,EXC000001,application,Exchange,WBS000094,IM0008647,5,5,5,0.588958953,incident,KM0001085,0.0,2013-10-28 11:28:00,2013-10-29 14:14:00,2013-10-29 14:14:00,1326861111,Operator error,1.0,SD0023019,0.0,0.0,0,0,9
8486,SUB000523,subapplication,Web Based Application,WBS000073,IM0008649,4,4,4,0.310080647,incident,KM0000815,0.0,2013-10-28 11:39:00,2013-10-28 15:00:00,2013-10-28 15:00:00,3358333333,Other,1.0,SD0023190,0.0,0.0,0,0,0
8487,SBA000630,application,Server Based Application,WBS000070,IM0008650,5,5,5,0.279000374,request for information,KM0000995,3.0,2013-10-28 11:43:00,2013-11-01 14:54:00,2013-11-01 14:54:00,84166667,No error - works as designed,1.0,SD0023193,0.0,0.0,0,0,0
8488,SUB000002,subapplication,Citrix,WBS000098,IM0008651,4,4,4,0.214790963,incident,KM0001953,0.0,2013-10-28 11:45:00,2013-10-28 14:50:00,2013-10-28 14:50:00,30925,Software,1.0,SD0023188,0.0,0.0,0,0,3
8489,WBA000058,application,Web Based Application,WBS000073,IM0008652,5,5,5,0.804999235,request for information,KM0000819,0.0,2013-10-28 11:48:00,2013-10-28 14:08:00,2013-10-28 14:08:00,23275,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8490,SBA000607,application,Server Based Application,WBS000263,IM0008653,5,5,5,0.671026092,request for information,KM0001105,4.0,2013-10-28 11:49:00,2013-10-30 14:46:00,2013-10-30 14:46:00,4506666667,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8491,WBA000077,application,Web Based Application,WBS000153,IM0008654,5,5,5,0.670242418,request for information,KM0000415,0.0,2013-10-28 11:53:00,2013-10-28 13:01:00,2013-10-28 13:01:00,817777778,Questions,1.0,SD0023198,0.0,0.0,0,0,0
8492,SBA000439,application,Server Based Application,WBS000219,IM0008655,5,5,5,0.566211007,request for information,KM0001830,2.0,2013-10-28 12:05:00,2013-11-07 16:07:00,2013-11-07 16:07:00,2962111111,No error - works as designed,1.0,SD0023209,0.0,0.0,0,0,0
8493,SBA000607,application,Server Based Application,WBS000263,IM0008656,5,5,5,0.91606995,request for information,KM0001825,0.0,2013-10-28 12:06:00,2013-11-06 11:43:00,2013-11-06 11:44:00,7312833333,Questions,1.0,SD0023210,0.0,0.0,0,0,0
8494,CBD000676,computer,Banking Device,WBS000146,IM0008657,2,2,2,0.565368867,incident,KM0000274,1.0,2013-10-28 12:13:00,2013-10-28 17:16:00,2013-10-28 17:16:00,5048333333,Hardware,1.0,SD0023212,0.0,0.0,0,0,2
8495,WBA000054,application,Web Based Application,WBS000110,IM0008658,4,4,4,0.875212948,incident,KM0001514,0.0,2013-10-28 12:31:00,2013-10-29 11:02:00,2013-10-29 11:03:00,9025277778,No error - works as designed,1.0,SD0023218,0.0,0.0,0,0,0
8496,SBA000689,application,Server Based Application,WBS000228,IM0008659,5,5,5,0.901126751,request for information,KM0000656,0.0,2013-10-28 12:35:00,2013-10-28 12:38:00,2013-10-28 12:38:00,55277778,Operator error,1.0,SD0023222,0.0,0.0,0,0,0
8497,SCN000003,officeelectronics,Scanner,WBS000096,IM0008660,4,4,4,0.820155159,incident,KM0000113,1.0,2013-10-28 12:37:00,2013-11-04 15:20:00,2013-11-04 15:20:00,4105,Hardware,1.0,SD0023221,0.0,0.0,0,0,1
8498,SUB000456,subapplication,Web Based Application,WBS000073,IM0008661,4,4,4,0.026148111,incident,KM0000746,0.0,2013-10-28 12:40:00,2013-10-28 13:10:00,2013-10-28 13:10:00,495833333,Other,1.0,SD0023223,0.0,0.0,0,0,0
8499,LAP000007,computer,Laptop,WBS000091,IM0008662,5,5,5,0.790616749,incident,KM0000315,0.0,2013-10-28 12:50:00,2013-10-28 13:34:00,2013-10-28 13:34:00,7225,Hardware,1.0,SD0023226,0.0,0.0,0,0,1
8500,SBA000834,application,Server Based Application,WBS000223,IM0008663,4,4,4,0.830750677,incident,KM0001509,1.0,2013-10-28 13:09:00,2013-10-28 14:28:00,2013-10-28 14:28:00,1326666667,Data,1.0,SD0023229,0.0,0.0,0,0,0
8501,SBA000759,application,Server Based Application,WBS000296,IM0008664,5,5,5,0.994069463,request for information,KM0001032,1.0,2013-10-28 13:10:00,2013-10-10 12:53:00,2013-10-29 11:56:00,48175,Inquiry,1.0,SD0023239,0.0,0.0,0,0,0
8502,SBA000834,application,Server Based Application,WBS000223,IM0008665,4,4,4,0.653960475,incident,KM0001509,1.0,2013-10-28 13:12:00,2013-10-28 14:26:00,2013-10-28 14:26:00,1227222222,Data,1.0,SD0023238,0.0,0.0,0,0,0
8503,SBA000795,application,Server Based Application,WBS000285,IM0008666,5,5,5,0.854555684,request for information,KM0000936,0.0,2013-10-28 13:13:00,2013-10-29 11:34:00,2013-10-29 11:35:00,8860277778,Other,1.0,SD0023242,0.0,0.0,0,0,0
8505,CBD000782,computer,Banking Device,WBS000146,IM0008668,2,2,2,0.170848688,incident,KM0000278,1.0,2013-10-28 13:14:00,2013-10-29 13:17:00,2013-10-29 13:17:00,2405388889,Hardware,1.0,SD0023236,0.0,0.0,0,0,2
8506,SBA000227,application,Server Based Application,WBS000039,IM0008669,5,5,5,0.342824821,incident,KM0000190,4.0,2013-10-28 13:14:00,2013-10-29 19:06:00,2013-10-29 19:06:00,1525388889,Software,1.0,SD0023244,0.0,0.0,0,0,0
8507,SBA000054,application,Server Based Application,WBS000013,IM0008670,3,3,3,0.523429108,incident,KM0000052,0.0,2013-10-28 13:16:00,2013-10-28 14:05:00,2013-10-28 14:05:00,817222222,User manual not used,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8508,SUB000456,subapplication,Web Based Application,WBS000073,IM0008671,4,4,4,0.180162103,incident,KM0000761,0.0,2013-10-28 13:21:00,2013-10-28 13:31:00,2013-10-28 13:31:00,173611111,No error - works as designed,1.0,SD0023250,0.0,0.0,0,0,0
8509,SBA000805,application,Server Based Application,WBS000016,IM0008672,3,3,3,0.948610854,incident,KM0000938,0.0,2013-10-28 13:29:00,2013-10-28 13:30:00,2013-10-28 13:31:00,29166667,Other,1.0,SD0023254,0.0,0.0,0,0,0
8510,SBA000295,application,Server Based Application,WBS000268,IM0008673,4,4,4,0.856649595,incident,KM0000368,0.0,2013-10-28 13:29:00,2013-11-01 14:22:00,2013-11-01 14:23:00,1641416667,User error,1.0,SD0023251,0.0,0.0,0,0,0
8511,SUB000424,subapplication,Web Based Application,WBS000073,IM0008674,4,4,4,0.429678701,incident,KM0000702,0.0,2013-10-28 13:29:00,2013-10-28 15:05:00,2013-10-28 15:05:00,1586388889,Other,1.0,SD0023246,0.0,0.0,0,0,0
8512,SBA000439,application,Server Based Application,WBS000219,IM0008675,5,5,5,0.107016554,request for information,KM0001830,0.0,2013-10-28 11:31:00,2013-11-12 15:20:00,2013-11-12 15:20:00,6847166667,User error,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8513,SBA000086,application,Server Based Application,WBS000256,IM0008676,5,5,5,0.200185853,incident,KM0001000,0.0,2013-10-28 11:32:00,2013-10-29 09:00:00,2013-10-29 09:00:00,7966944444,Software,1.0,SD0023077,0.0,0.0,0,0,0
8514,SAP000004,application,SAP,WBS000271,IM0008677,5,5,5,0.654817818,request for information,KM0001270,0.0,2013-10-28 11:38:00,2013-10-28 14:58:00,2013-10-28 14:58:00,3338333333,Other,1.0,SD0023087,0.0,0.0,0,0,0
8515,WBA000144,application,Web Based Application,WBS000318,IM0008678,4,4,4,0.512476744,incident,KM0000839,2.0,2013-10-28 11:42:00,2013-11-01 12:02:00,2013-11-01 12:02:00,3884916667,Other,1.0,SD0023086,0.0,0.0,0,0,0
8516,WBA000144,application,Web Based Application,WBS000318,IM0008679,4,4,4,0.643509553,incident,KM0001662,2.0,2013-10-28 11:45:00,2013-10-30 14:48:00,2013-10-30 14:48:00,2405277778,Software,1.0,SD0023084,0.0,0.0,0,0,0
8517,DTA000057,application,Desktop Application,WBS000094,IM0008680,4,4,4,0.127604154,incident,KM0002073,0.0,2013-10-28 11:51:00,2013-10-28 17:00:00,2013-10-28 17:00:00,5151388889,Software,1.0,SD0023088,0.0,0.0,0,0,0
8518,SBA000263,application,Server Based Application,WBS000072,IM0008681,5,5,5,0.184596601,request for information,KM0001104,0.0,2013-10-28 11:59:00,2013-10-28 12:52:00,2013-10-28 12:53:00,896944444,Other,1.0,SD0023097,0.0,0.0,0,0,0
8519,SBA000263,application,Server Based Application,WBS000072,IM0008682,5,5,5,0.815867542,request for information,KM0001104,0.0,2013-10-28 12:00:00,2013-11-11 09:16:00,2013-11-11 09:16:00,1022672222,Other,1.0,SD0023099,0.0,0.0,0,0,0
8520,SBA000263,application,Server Based Application,WBS000072,IM0008683,5,5,5,0.715172539,request for information,KM0001103,2.0,2013-10-28 12:02:00,2013-10-29 11:14:00,2013-10-29 11:14:00,9694166667,Other,1.0,SD0023102,0.0,0.0,0,0,0
8521,SBA000263,application,Server Based Application,WBS000072,IM0008684,5,5,5,0.692331214,request for information,KM0001104,0.0,2013-10-28 12:06:00,2013-10-28 12:51:00,2013-10-28 12:51:00,741111111,Other,1.0,SD0023326,0.0,0.0,0,0,0
8522,SBA000536,application,Server Based Application,WBS000300,IM0008685,5,4,4,0.673291761,incident,KM0001274,2.0,2013-10-28 12:07:00,2013-10-29 13:42:00,2013-10-29 13:42:00,1207805556,Other,1.0,SD0023103,0.0,0.0,0,0,0
8523,SUB000433,subapplication,Web Based Application,WBS000073,IM0008686,4,4,4,0.844223816,incident,KM0000791,5.0,2013-10-28 12:07:00,2013-11-08 13:50:00,2013-11-08 13:50:00,3221777778,Other,1.0,SD0023098,0.0,0.0,0,0,0
8524,SBA000263,application,Server Based Application,WBS000072,IM0008687,5,5,5,0.335922647,request for information,KM0001104,0.0,2013-10-28 12:08:00,2013-10-28 12:49:00,2013-10-28 12:50:00,693333333,Other,1.0,SD0023327,0.0,0.0,0,0,0
8525,WBA000144,application,Web Based Application,WBS000318,IM0008688,4,4,4,0.150507252,incident,KM0000846,3.0,2013-10-28 12:08:00,2013-10-30 10:11:00,2013-10-30 10:11:00,1904222222,Other,1.0,SD0023101,0.0,0.0,0,0,0
8526,SBA000263,application,Server Based Application,WBS000072,IM0008689,5,5,5,0.105495342,request for information,KM0001103,0.0,2013-10-28 12:39:00,2013-11-19 14:19:00,2013-11-19 14:19:00,8379444444,Other,1.0,SD0023340,0.0,0.0,0,0,0
